asset_id,part_family,part_category,local_path,commons_title,author,license_short_name,license_url,description_url,operator_decision,rejection_reason,operator_notes
commons_alternator_12811841,electrical,alternator,data/external/open_license/images/alternator/commons_alternator_12811841.jpg,File:Läufer Klauenpolgenerator.JPG,Dermartinrockt,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:L%C3%A4ufer_Klauenpolgenerator.JPG,approved,,Claw-pole rotor from an automotive alternator; valid detail view.
commons_alternator_15826343,electrical,alternator,data/external/open_license/images/alternator/commons_alternator_15826343.jpg,"File:Alternator from Allen generating set, ex-Malvern.jpg",Andy Dingley,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"https://commons.wikimedia.org/wiki/File:Alternator_from_Allen_generating_set,_ex-Malvern.jpg",rejected,Non-automotive generator equipment.,"Alternator from a stationary generating set, not an automotive alternator."
commons_alternator_1791740,electrical,alternator,data/external/open_license/images/alternator/commons_alternator_1791740.jpg,File:Dynamo.JPG,The original uploader was Piero at Dutch Wikipedia .,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Dynamo.JPG,approved,,Clear cutaway view of an automotive alternator/dynamo assembly.
commons_brake_disc_1012105,braking,brake_disc,data/external/open_license/images/brake_disc/commons_brake_disc_1012105.jpg,File:Rear disc brake unit.JPG,User Ballista on en.wikipedia,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Rear_disc_brake_unit.JPG,approved,,Passenger-car disc-brake unit is clearly visible through the wheel.
commons_brake_disc_16024219,braking,brake_disc,data/external/open_license/images/brake_disc/commons_brake_disc_16024219.jpg,File:Disc brake car.jpg,Irvin calicut at Malayalam Wikipedia,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Disc_brake_car.jpg,rejected,Target part is not clearly presented.,"The vehicle brake disc is small, dark, and secondary within a broad repair-scene photograph."
commons_brake_disc_2119919,braking,brake_disc,data/external/open_license/images/brake_disc/commons_brake_disc_2119919.jpg,File:Brake Discs.jpg,Gordonjcp,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,https://commons.wikimedia.org/wiki/File:Brake_Discs.jpg,approved,,Automotive brake discs are the primary subject.
commons_brake_disc_2999314,braking,brake_disc,data/external/open_license/images/brake_disc/commons_brake_disc_2999314.jpg,File:Brembo Brakes.jpg,Hatsukari715,Public domain,https://commons.wikimedia.org/wiki/Commons:Public_domain,https://commons.wikimedia.org/wiki/File:Brembo_Brakes.jpg,rejected,Target part is substantially obscured.,The automobile brake disc is mostly hidden by the wheel spokes and caliper; the wheel and caliper dominate the image.
commons_brake_disc_32848093,braking,brake_disc,data/external/open_license/images/brake_disc/commons_brake_disc_32848093.jpg,"File:Bremsscheibe PKW innenbelüftet, defekt wegen Rissen (Teelicht zum Größenvergleich).jpg",Johann H. Addicks,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,"https://commons.wikimedia.org/wiki/File:Bremsscheibe_PKW_innenbel%C3%BCftet,_defekt_wegen_Rissen_(Teelicht_zum_Gr%C3%B6%C3%9Fenvergleich).jpg",approved,,Passenger-car ventilated brake disc.
commons_brake_disc_36552019,braking,brake_disc,data/external/open_license/images/brake_disc/commons_brake_disc_36552019.jpg,File:Disc brakes.jpg,Envy fstop,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Disc_brakes.jpg,approved,,Clear close-up of an automotive ventilated brake disc and caliper; the brake disc is a dominant and recognizable subject.
commons_brake_disc_41431532,braking,brake_disc,data/external/open_license/images/brake_disc/commons_brake_disc_41431532.jpg,File:BMW S1000R front Brembo monobloc.jpg,MAbbey,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:BMW_S1000R_front_Brembo_monobloc.jpg,rejected,Non-car vehicle part.,Motorcycle front brake disc; the external collection is restricted to car and light-vehicle parts.
commons_brake_disc_51002797,braking,brake_disc,data/external/open_license/images/brake_disc/commons_brake_disc_51002797.png,File:브레이크디스크.png,허영서,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:%EB%B8%8C%EB%A0%88%EC%9D%B4%ED%81%AC%EB%94%94%EC%8A%A4%ED%81%AC.png,approved,,Automotive brake-disc set.
commons_brake_disc_62316189,braking,brake_disc,data/external/open_license/images/brake_disc/commons_brake_disc_62316189.jpg,File:Samuel Zeller 2015-04-09 (Unsplash 3p zWDVvPy8).jpg,Samuel Zeller samuelzeller,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Samuel_Zeller_2015-04-09_(Unsplash_3p_zWDVvPy8).jpg,rejected,Non-automotive rail component.,"Rail-vehicle brake disc and axle assembly, not a car brake disc."
commons_brake_disc_7148352,braking,brake_disc,data/external/open_license/images/brake_disc/commons_brake_disc_7148352.jpg,File:Concorde undercarriage Speyer 02 with disc brakes.JPG,Kozuch,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Concorde_undercarriage_Speyer_02_with_disc_brakes.JPG,rejected,Non-automotive aircraft component.,"Concorde aircraft landing-gear and brake package, not an automobile brake disc."
commons_brake_pad_10948616,braking,brake_pad,data/external/open_license/images/brake_pad/commons_brake_pad_10948616.jpg,File:CTV Siemens 189-VR Brake pads.JPG,Coco13cos,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:CTV_Siemens_189-VR_Brake_pads.JPG,rejected,Non-automotive rail component.,"Rail-vehicle wheel and braking equipment, not passenger-car brake pads."
commons_brake_pad_16498941,braking,brake_pad,data/external/open_license/images/brake_pad/commons_brake_pad_16498941.jpg,File:Performance Disk Brake Pads.jpg,Treemonster86,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Performance_Disk_Brake_Pads.jpg,approved,,Clear isolated photograph of automotive performance disc-brake pads.
commons_brake_pad_18661413,braking,brake_pad,data/external/open_license/images/brake_pad/commons_brake_pad_18661413.jpg,File:Brake pads fitted with spring anchor.jpg,A7N8X,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Brake_pads_fitted_with_spring_anchor.jpg,approved,,Automotive disc-brake pads are the primary subject.
commons_brake_pad_187668,braking,brake_pad,data/external/open_license/images/brake_pad/commons_brake_pad_187668.jpg,File:Clutchdisc.jpg,w:User:Sonett72 and originally uploaded to w:Image:Clutchdisc.jpg Sonett72 (49901 bytes) (clutch disc),Public domain,https://commons.wikimedia.org/wiki/Commons:Public_domain,https://commons.wikimedia.org/wiki/File:Clutchdisc.jpg,rejected,Wrong part category.,"Clutch disc, not a brake pad."
commons_brake_pad_20811161,braking,brake_pad,data/external/open_license/images/brake_pad/commons_brake_pad_20811161.jpg,File:Brake pads.JPG,Amm105,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Brake_pads.JPG,approved,,Automotive brake-pad component is visibly demonstrated beside the vehicle brake assembly.
commons_brake_pad_2470132,braking,brake_pad,data/external/open_license/images/brake_pad/commons_brake_pad_2470132.jpg,File:Brakepad.jpg,Tokino,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Brakepad.jpg,approved,,Brake pads are clearly shown as the primary subject.
commons_brake_pad_32291489,braking,brake_pad,data/external/open_license/images/brake_pad/commons_brake_pad_32291489.jpg,File:Brake pad.jpg,A7N8X,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Brake_pad.jpg,rejected,Non-car vehicle part.,"Motorcycle or scooter brake pads, not passenger-car brake pads."
commons_brake_pad_47781594,braking,brake_pad,data/external/open_license/images/brake_pad/commons_brake_pad_47781594.jpg,File:Automobile brake pad.jpg,Tiia Monto,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Automobile_brake_pad.jpg,approved,,Automotive brake pad is clearly visible inside the passenger-car disc-brake caliper.
commons_brake_pad_63102785,braking,brake_pad,data/external/open_license/images/brake_pad/commons_brake_pad_63102785.jpg,File:Mechanic working.jpg,Abd-suleiman,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Mechanic_working.jpg,rejected,Target part not clearly visible.,"The photograph shows a repair scene and brake-pad packaging, but the actual brake pads are not visible."
commons_brake_pad_70439455,braking,brake_pad,data/external/open_license/images/brake_pad/commons_brake_pad_70439455.jpg,File:Alarm bells! (25681917701).jpg,"Riley from Christchurch, New Zealand",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Alarm_bells!_(25681917701).jpg,rejected,Target part not clearly visible.,Image primarily shows the brake disc and caliper; the brake pads are obscured.
commons_brake_pad_7877497,braking,brake_pad,data/external/open_license/images/brake_pad/commons_brake_pad_7877497.jpg,File:Disc brake pads.JPG,PetarM,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Disc_brake_pads.JPG,rejected,Non-automotive bicycle component.,"SwissStop Disc 16 bicycle disc-brake pads, not automobile brake pads."
commons_coil_spring_1136563,suspension,coil_spring,data/external/open_license/images/coil_spring/commons_coil_spring_1136563.jpg,File:Jeep Liberty Springs 2005.jpg,Michael Robinson ( unixxx ),CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Jeep_Liberty_Springs_2005.jpg,approved,,Passenger-car suspension coil springs.
commons_coil_spring_12176711,suspension,coil_spring,data/external/open_license/images/coil_spring/commons_coil_spring_12176711.jpg,File:ICF passenger coach coil spring suspension.jpg,Yadvendu at English Wikipedia,Public domain,https://commons.wikimedia.org/wiki/Commons:Public_domain,https://commons.wikimedia.org/wiki/File:ICF_passenger_coach_coil_spring_suspension.jpg,rejected,Non-automotive rail component.,"Passenger-rail-coach suspension spring, not a car suspension part."
commons_coil_spring_1435750,suspension,coil_spring,data/external/open_license/images/coil_spring/commons_coil_spring_1435750.jpg,File:OxyCutCoilSpring.JPG,Athol Mullen,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:OxyCutCoilSpring.JPG,approved,,Clear close-up of a removed and broken automotive coil spring.
commons_coil_spring_18496373,suspension,coil_spring,data/external/open_license/images/coil_spring/commons_coil_spring_18496373.jpg,File:Renault Twizy Suspension.jpg,citron,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Renault_Twizy_Suspension.jpg,approved,,Renault Twizy automotive suspension with a clearly visible coil spring.
commons_coil_spring_43715061,suspension,coil_spring,data/external/open_license/images/coil_spring/commons_coil_spring_43715061.jpg,File:Wózek kolejowy 04.JPG,Akumela,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:W%C3%B3zek_kolejowy_04.JPG,rejected,Non-automotive rail component.,"Railway bogie spring, not a car suspension part."
commons_coil_spring_4525127,suspension,coil_spring,data/external/open_license/images/coil_spring/commons_coil_spring_4525127.jpg,File:Deuce front suspension detail.jpg,Trekphiler,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:Deuce_front_suspension_detail.jpg,approved,,Automotive front-suspension detail with clearly visible coil springs.
commons_coil_spring_8517029,suspension,coil_spring,data/external/open_license/images/coil_spring/commons_coil_spring_8517029.jpg,"File:Lokomotiva 162.036, odpružení.jpg",Honza Groh ( Jagro ),CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"https://commons.wikimedia.org/wiki/File:Lokomotiva_162.036,_odpru%C5%BEen%C3%AD.jpg",rejected,Non-automotive rail component.,"Locomotive suspension spring, not a car suspension part."
commons_coil_spring_8673688,suspension,coil_spring,data/external/open_license/images/coil_spring/commons_coil_spring_8673688.jpg,"File:Lokomotiva 163, odpružení.jpg",Honza Groh ( Jagro ),CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"https://commons.wikimedia.org/wiki/File:Lokomotiva_163,_odpru%C5%BEen%C3%AD.jpg",rejected,Non-automotive rail component.,"Locomotive suspension spring, not a car suspension part."
commons_coil_spring_8858562,suspension,coil_spring,data/external/open_license/images/coil_spring/commons_coil_spring_8858562.jpg,File:1938BuickChassis.jpg,New York Public Library,Public domain,https://commons.wikimedia.org/wiki/Commons:Public_domain,https://commons.wikimedia.org/wiki/File:1938BuickChassis.jpg,approved,,Automotive Buick rear-suspension illustration with the coil spring clearly visible.
commons_headlight_1603335,lighting,headlight,data/external/open_license/images/headlight/commons_headlight_1603335.jpg,File:RX350headlampwashers.jpg,James R. Maynard III,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,https://commons.wikimedia.org/wiki/File:RX350headlampwashers.jpg,approved,,Automotive headlamp is the clear primary subject.
commons_headlight_1859134,lighting,headlight,data/external/open_license/images/headlight/commons_headlight_1859134.jpg,File:Mercedes Benz 560 SEC 1990.JPG,Egs at Dutch Wikipedia,Public domain,https://commons.wikimedia.org/wiki/Commons:Public_domain,https://commons.wikimedia.org/wiki/File:Mercedes_Benz_560_SEC_1990.JPG,approved,,Vehicle front view with both automotive headlights clearly visible.
commons_headlight_2096229,lighting,headlight,data/external/open_license/images/headlight/commons_headlight_2096229.png,File:Mercedes-Benz 560 SEC (front).png,The original uploader was Dawidl at English Wikipedia .,Public domain,https://commons.wikimedia.org/wiki/Commons:Public_domain,https://commons.wikimedia.org/wiki/File:Mercedes-Benz_560_SEC_(front).png,approved,,Vehicle front view with both automotive headlights clearly visible.
commons_headlight_2983638,lighting,headlight,data/external/open_license/images/headlight/commons_headlight_2983638.jpg,"File:1983 Renault 20 TX automatique, front view.jpg",https://www.flickr.com/people/nakedcharlton/,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"https://commons.wikimedia.org/wiki/File:1983_Renault_20_TX_automatique,_front_view.jpg",approved,,Vehicle front view with automotive headlights clearly visible.
commons_headlight_4620767,lighting,headlight,data/external/open_license/images/headlight/commons_headlight_4620767.jpg,File:Mercedes Benz 126C 420SEC.jpg,LSDSL,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Mercedes_Benz_126C_420SEC.jpg,approved,,Vehicle front view with automotive headlights clearly visible.
commons_oil_filter_1012231,filtration,oil_filter,data/external/open_license/images/oil_filter/commons_oil_filter_1012231.jpg,File:Oil filter beneath engine.JPG,User Ballista on en.wikipedia,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Oil_filter_beneath_engine.JPG,approved,,Installed automotive spin-on oil filter is clearly visible.
commons_oil_filter_1158213,filtration,oil_filter,data/external/open_license/images/oil_filter/commons_oil_filter_1158213.jpg,File:Spin-on-conversion.jpg,Liftarn,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Spin-on-conversion.jpg,approved,,Installed automotive spin-on oil filter is clearly visible.
commons_oil_filter_1158214,filtration,oil_filter,data/external/open_license/images/oil_filter/commons_oil_filter_1158214.jpg,File:Slant4-oilfilter.jpg,Liftarn,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Slant4-oilfilter.jpg,approved,,Installed automotive oil filter is clearly visible.
commons_oil_filter_1715177,filtration,oil_filter,data/external/open_license/images/oil_filter/commons_oil_filter_1715177.jpg,File:Cartridge filter.jpg,The original uploader was Wizmo at English Wikipedia .,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Cartridge_filter.jpg,approved,,Isolated automotive cartridge oil-filter element.
commons_oil_filter_2584768,filtration,oil_filter,data/external/open_license/images/oil_filter/commons_oil_filter_2584768.jpg,File:Engine oil filter.JPG,Dvortygirl,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Engine_oil_filter.JPG,approved,,Installed automotive spin-on oil filter is clearly visible.
commons_shock_absorber_1196179,suspension,shock_absorber,data/external/open_license/images/shock_absorber/commons_shock_absorber_1196179.jpg,File:Suspensión de camión 01.jpg,No machine-readable author provided. Tano4595 assumed (based on copyright claims).,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,https://commons.wikimedia.org/wiki/File:Suspensi%C3%B3n_de_cami%C3%B3n_01.jpg,approved,,Truck shock absorber is clearly visible beside the air spring.
commons_shock_absorber_1196183,suspension,shock_absorber,data/external/open_license/images/shock_absorber/commons_shock_absorber_1196183.jpg,File:Suspensión de camión 02.jpg,No machine-readable author provided. Tano4595 assumed (based on copyright claims).,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,https://commons.wikimedia.org/wiki/File:Suspensi%C3%B3n_de_cami%C3%B3n_02.jpg,approved,,Truck shock absorber is clearly visible beside the air spring.
commons_shock_absorber_1196186,suspension,shock_absorber,data/external/open_license/images/shock_absorber/commons_shock_absorber_1196186.jpg,File:Suspensión de camión 03.jpg,No machine-readable author provided. Tano4595 assumed (based on copyright claims).,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,https://commons.wikimedia.org/wiki/File:Suspensi%C3%B3n_de_cami%C3%B3n_03.jpg,approved,,Truck shock absorber is clearly visible in the suspension assembly.
commons_shock_absorber_551757,suspension,shock_absorber,data/external/open_license/images/shock_absorber/commons_shock_absorber_551757.jpg,File:Ford RS200 engine.jpg,Morven,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Ford_RS200_engine.jpg,approved,,Automotive coil-over shock absorbers are clearly visible.
commons_shock_absorber_886414,suspension,shock_absorber,data/external/open_license/images/shock_absorber/commons_shock_absorber_886414.jpg,File:Damper 1.jpg,No machine-readable author provided. TEy~commonswiki assumed (based on copyright claims).,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Damper_1.jpg,approved,,Isolated automotive damper or shock absorber.
commons_starter_1048980,electrical,starter,data/external/open_license/images/starter/commons_starter_1048980.jpg,File:Anlasser 1920er Jahre.jpg,Stahlkocher,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Anlasser_1920er_Jahre.jpg,approved,,Historical automobile starter motor is clearly visible and connected to the engine gearing.
commons_starter_13616832,electrical,starter,data/external/open_license/images/starter/commons_starter_13616832.jpg,File:BendixDrive.jpg,Bgroicahn,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:BendixDrive.jpg,approved,,Starter Bendix drive and pinion; valid starter-system detail view.
commons_starter_1650041,electrical,starter,data/external/open_license/images/starter/commons_starter_1650041.jpg,File:Automobile starter.JPG,"Willdre 00:20, 8 February 2007 (UTC)",CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Automobile_starter.JPG,approved,,Clear isolated photograph of an automobile starter motor and solenoid.
commons_starter_1650046,electrical,starter,data/external/open_license/images/starter/commons_starter_1650046.jpg,File:Automobile starter 2.JPG,"Willdre 00:24, 8 February 2007 (UTC)",CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Automobile_starter_2.JPG,approved,,Clear exploded view of an automobile starter motor and its components.
commons_starter_18376047,electrical,starter,data/external/open_license/images/starter/commons_starter_18376047.jpg,File:Caterham Roadsport building - 116 - Unscrew the fuse box... - Flickr - exfordy.jpg,"Brian Snelson from Hockley, Essex, England",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Caterham_Roadsport_building_-_116_-_Unscrew_the_fuse_box..._-_Flickr_-_exfordy.jpg,rejected,Wrong part category.,Automobile fuse and relay panel; no starter motor is visible.
commons_starter_18376055,electrical,starter,data/external/open_license/images/starter/commons_starter_18376055.jpg,File:Caterham Roadsport building - 121 - Oh look - the factory fitted wiring is wrong... - Flickr - exfordy.jpg,"Brian Snelson from Hockley, Essex, England",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Caterham_Roadsport_building_-_121_-_Oh_look_-_the_factory_fitted_wiring_is_wrong..._-_Flickr_-_exfordy.jpg,rejected,Wrong part category.,"Ignition-switch or wiring-connector close-up, not a starter motor."
commons_starter_25996075,electrical,starter,data/external/open_license/images/starter/commons_starter_25996075.jpg,File:Car battery cross-section.jpeg,User:Ben Cossalter,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Car_battery_cross-section.jpeg,rejected,Wrong part category.,"Car-battery cross-section, not a starter motor."
commons_starter_3288718,electrical,starter,data/external/open_license/images/starter/commons_starter_3288718.jpg,File:Charles F. Kettering.jpg,,Public domain,https://commons.wikimedia.org/wiki/Commons:Public_domain,https://commons.wikimedia.org/wiki/File:Charles_F._Kettering.jpg,rejected,Target part is not the primary visible subject.,"Portrait of Charles F. Kettering; the small object in the scene is not a clear, usable starter-motor image."
commons_starter_37895983,electrical,starter,data/external/open_license/images/starter/commons_starter_37895983.jpg,File:Starter motor.JPG,Y Sekiai,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Starter_motor.JPG,approved,,"Clear close-up of two automotive starter motors with visible pinion gears, housings, and solenoids."
commons_starter_46356726,electrical,starter,data/external/open_license/images/starter/commons_starter_46356726.jpg,File:Powerstart Automotive Battery.jpeg,Jack.randle,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Powerstart_Automotive_Battery.jpeg,rejected,Wrong part category.,"Automotive battery, not a starter motor."
commons_starter_47878235,electrical,starter,data/external/open_license/images/starter/commons_starter_47878235.jpg,File:Car Battery Charger.jpg,Tatu Kosonen,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Car_Battery_Charger.jpg,rejected,Wrong part category.,"Battery charger or maintainer, not a starter motor."
commons_starter_4993180,electrical,starter,data/external/open_license/images/starter/commons_starter_4993180.jpg,File:Dynamo lighting system.jpg,Rankin Kennedy C.E.,Public domain,https://commons.wikimedia.org/wiki/Commons:Public_domain,https://commons.wikimedia.org/wiki/File:Dynamo_lighting_system.jpg,rejected,Wrong part category.,"Historical dynamo lighting-system diagram, not an engine starter motor."
commons_starter_5571964,electrical,starter,data/external/open_license/images/starter/commons_starter_5571964.jpg,File:Car-battery-recharger.jpg,Hannes Grobe ( talk ),CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:Car-battery-recharger.jpg,rejected,Wrong part category.,"Battery charger, not a starter motor."
commons_starter_62626864,electrical,starter,data/external/open_license/images/starter/commons_starter_62626864.jpg,File:Electri motor starter.jpg,రవిచంద్ర,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Electri_motor_starter.jpg,rejected,Wrong part category.,"Electrical auto-start control cabinet, not an automotive starter motor."
commons_starter_8522124,electrical,starter,data/external/open_license/images/starter/commons_starter_8522124.jpg,"File:Liquid Starter Motor, Sunrise Dam Gold Mine.jpg",Calistemon,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"https://commons.wikimedia.org/wiki/File:Liquid_Starter_Motor,_Sunrise_Dam_Gold_Mine.jpg",rejected,Wrong part category.,"Industrial electrical starting equipment, not an automotive starter motor."
