sample_id,image_id,part_group_id,image_path,part_family,part_category,description,label,source
external_sample_alternator_10186172_match,external_image_alternator_10186172,external_group_alternator_10186172,data/external/open_license/images/alternator/commons_alternator_10186172.jpg,electrical,alternator,Automotive alternator.,MATCH,wikimedia_commons_open_license
external_sample_alternator_10186172_mismatch,external_image_alternator_10186172,external_group_alternator_10186172,data/external/open_license/images/alternator/commons_alternator_10186172.jpg,electrical,alternator,Automotive brake pad.,MISMATCH,wikimedia_commons_open_license
external_sample_alternator_10186172_partial_match,external_image_alternator_10186172,external_group_alternator_10186172,data/external/open_license/images/alternator/commons_alternator_10186172.jpg,electrical,alternator,Automotive starter motor.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_alternator_1242324_match,external_image_alternator_1242324,external_group_alternator_1242324,data/external/open_license/images/alternator/commons_alternator_1242324.jpg,electrical,alternator,Automotive alternator.,MATCH,wikimedia_commons_open_license
external_sample_alternator_1242324_mismatch,external_image_alternator_1242324,external_group_alternator_1242324,data/external/open_license/images/alternator/commons_alternator_1242324.jpg,electrical,alternator,Automotive brake pad.,MISMATCH,wikimedia_commons_open_license
external_sample_alternator_1242324_partial_match,external_image_alternator_1242324,external_group_alternator_1242324,data/external/open_license/images/alternator/commons_alternator_1242324.jpg,electrical,alternator,Automotive starter motor.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_brake_disc_1012105_match,external_image_brake_disc_1012105,external_group_brake_disc_1012105,data/external/open_license/images/brake_disc/commons_brake_disc_1012105.jpg,braking,brake_disc,Automotive brake disc.,MATCH,wikimedia_commons_open_license
external_sample_brake_disc_1012105_mismatch,external_image_brake_disc_1012105,external_group_brake_disc_1012105,data/external/open_license/images/brake_disc/commons_brake_disc_1012105.jpg,braking,brake_disc,Automotive shock absorber.,MISMATCH,wikimedia_commons_open_license
external_sample_brake_disc_1012105_partial_match,external_image_brake_disc_1012105,external_group_brake_disc_1012105,data/external/open_license/images/brake_disc/commons_brake_disc_1012105.jpg,braking,brake_disc,Automotive brake pad.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_brake_disc_2119919_match,external_image_brake_disc_2119919,external_group_brake_disc_2119919,data/external/open_license/images/brake_disc/commons_brake_disc_2119919.jpg,braking,brake_disc,Automotive brake disc.,MATCH,wikimedia_commons_open_license
external_sample_brake_disc_2119919_mismatch,external_image_brake_disc_2119919,external_group_brake_disc_2119919,data/external/open_license/images/brake_disc/commons_brake_disc_2119919.jpg,braking,brake_disc,Automotive shock absorber.,MISMATCH,wikimedia_commons_open_license
external_sample_brake_disc_2119919_partial_match,external_image_brake_disc_2119919,external_group_brake_disc_2119919,data/external/open_license/images/brake_disc/commons_brake_disc_2119919.jpg,braking,brake_disc,Automotive brake pad.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_brake_disc_32848093_match,external_image_brake_disc_32848093,external_group_brake_disc_32848093,data/external/open_license/images/brake_disc/commons_brake_disc_32848093.jpg,braking,brake_disc,Automotive brake disc.,MATCH,wikimedia_commons_open_license
external_sample_brake_disc_32848093_mismatch,external_image_brake_disc_32848093,external_group_brake_disc_32848093,data/external/open_license/images/brake_disc/commons_brake_disc_32848093.jpg,braking,brake_disc,Automotive shock absorber.,MISMATCH,wikimedia_commons_open_license
external_sample_brake_disc_32848093_partial_match,external_image_brake_disc_32848093,external_group_brake_disc_32848093,data/external/open_license/images/brake_disc/commons_brake_disc_32848093.jpg,braking,brake_disc,Automotive brake pad.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_brake_pad_16498941_match,external_image_brake_pad_16498941,external_group_brake_pad_16498941,data/external/open_license/images/brake_pad/commons_brake_pad_16498941.jpg,braking,brake_pad,Automotive brake pad.,MATCH,wikimedia_commons_open_license
external_sample_brake_pad_16498941_mismatch,external_image_brake_pad_16498941,external_group_brake_pad_16498941,data/external/open_license/images/brake_pad/commons_brake_pad_16498941.jpg,braking,brake_pad,Automotive suspension coil spring.,MISMATCH,wikimedia_commons_open_license
external_sample_brake_pad_16498941_partial_match,external_image_brake_pad_16498941,external_group_brake_pad_16498941,data/external/open_license/images/brake_pad/commons_brake_pad_16498941.jpg,braking,brake_pad,Automotive brake disc.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_brake_pad_18661413_match,external_image_brake_pad_18661413,external_group_brake_pad_18661413,data/external/open_license/images/brake_pad/commons_brake_pad_18661413.jpg,braking,brake_pad,Automotive brake pad.,MATCH,wikimedia_commons_open_license
external_sample_brake_pad_18661413_mismatch,external_image_brake_pad_18661413,external_group_brake_pad_18661413,data/external/open_license/images/brake_pad/commons_brake_pad_18661413.jpg,braking,brake_pad,Automotive suspension coil spring.,MISMATCH,wikimedia_commons_open_license
external_sample_brake_pad_18661413_partial_match,external_image_brake_pad_18661413,external_group_brake_pad_18661413,data/external/open_license/images/brake_pad/commons_brake_pad_18661413.jpg,braking,brake_pad,Automotive brake disc.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_brake_pad_20811161_match,external_image_brake_pad_20811161,external_group_brake_pad_20811161,data/external/open_license/images/brake_pad/commons_brake_pad_20811161.jpg,braking,brake_pad,Automotive brake pad.,MATCH,wikimedia_commons_open_license
external_sample_brake_pad_20811161_mismatch,external_image_brake_pad_20811161,external_group_brake_pad_20811161,data/external/open_license/images/brake_pad/commons_brake_pad_20811161.jpg,braking,brake_pad,Automotive suspension coil spring.,MISMATCH,wikimedia_commons_open_license
external_sample_brake_pad_20811161_partial_match,external_image_brake_pad_20811161,external_group_brake_pad_20811161,data/external/open_license/images/brake_pad/commons_brake_pad_20811161.jpg,braking,brake_pad,Automotive brake disc.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_coil_spring_1136563_match,external_image_coil_spring_1136563,external_group_coil_spring_1136563,data/external/open_license/images/coil_spring/commons_coil_spring_1136563.jpg,suspension,coil_spring,Automotive suspension coil spring.,MATCH,wikimedia_commons_open_license
external_sample_coil_spring_1136563_mismatch,external_image_coil_spring_1136563,external_group_coil_spring_1136563,data/external/open_license/images/coil_spring/commons_coil_spring_1136563.jpg,suspension,coil_spring,Automotive taillight assembly.,MISMATCH,wikimedia_commons_open_license
external_sample_coil_spring_1136563_partial_match,external_image_coil_spring_1136563,external_group_coil_spring_1136563,data/external/open_license/images/coil_spring/commons_coil_spring_1136563.jpg,suspension,coil_spring,Automotive shock absorber.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_coil_spring_1435750_match,external_image_coil_spring_1435750,external_group_coil_spring_1435750,data/external/open_license/images/coil_spring/commons_coil_spring_1435750.jpg,suspension,coil_spring,Automotive suspension coil spring.,MATCH,wikimedia_commons_open_license
external_sample_coil_spring_1435750_mismatch,external_image_coil_spring_1435750,external_group_coil_spring_1435750,data/external/open_license/images/coil_spring/commons_coil_spring_1435750.jpg,suspension,coil_spring,Automotive taillight assembly.,MISMATCH,wikimedia_commons_open_license
external_sample_coil_spring_1435750_partial_match,external_image_coil_spring_1435750,external_group_coil_spring_1435750,data/external/open_license/images/coil_spring/commons_coil_spring_1435750.jpg,suspension,coil_spring,Automotive shock absorber.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_coil_spring_18496373_match,external_image_coil_spring_18496373,external_group_coil_spring_18496373,data/external/open_license/images/coil_spring/commons_coil_spring_18496373.jpg,suspension,coil_spring,Automotive suspension coil spring.,MATCH,wikimedia_commons_open_license
external_sample_coil_spring_18496373_mismatch,external_image_coil_spring_18496373,external_group_coil_spring_18496373,data/external/open_license/images/coil_spring/commons_coil_spring_18496373.jpg,suspension,coil_spring,Automotive taillight assembly.,MISMATCH,wikimedia_commons_open_license
external_sample_coil_spring_18496373_partial_match,external_image_coil_spring_18496373,external_group_coil_spring_18496373,data/external/open_license/images/coil_spring/commons_coil_spring_18496373.jpg,suspension,coil_spring,Automotive shock absorber.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_headlight_1603335_match,external_image_headlight_1603335,external_group_headlight_1603335,data/external/open_license/images/headlight/commons_headlight_1603335.jpg,lighting,headlight,Automotive headlight assembly.,MATCH,wikimedia_commons_open_license
external_sample_headlight_1603335_mismatch,external_image_headlight_1603335,external_group_headlight_1603335,data/external/open_license/images/headlight/commons_headlight_1603335.jpg,lighting,headlight,Automotive engine oil filter.,MISMATCH,wikimedia_commons_open_license
external_sample_headlight_1603335_partial_match,external_image_headlight_1603335,external_group_headlight_1603335,data/external/open_license/images/headlight/commons_headlight_1603335.jpg,lighting,headlight,Automotive taillight assembly.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_headlight_1859134_match,external_image_headlight_1859134,external_group_headlight_1859134,data/external/open_license/images/headlight/commons_headlight_1859134.jpg,lighting,headlight,Automotive headlight assembly.,MATCH,wikimedia_commons_open_license
external_sample_headlight_1859134_mismatch,external_image_headlight_1859134,external_group_headlight_1859134,data/external/open_license/images/headlight/commons_headlight_1859134.jpg,lighting,headlight,Automotive engine oil filter.,MISMATCH,wikimedia_commons_open_license
external_sample_headlight_1859134_partial_match,external_image_headlight_1859134,external_group_headlight_1859134,data/external/open_license/images/headlight/commons_headlight_1859134.jpg,lighting,headlight,Automotive taillight assembly.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_headlight_2096229_match,external_image_headlight_2096229,external_group_headlight_2096229,data/external/open_license/images/headlight/commons_headlight_2096229.png,lighting,headlight,Automotive headlight assembly.,MATCH,wikimedia_commons_open_license
external_sample_headlight_2096229_mismatch,external_image_headlight_2096229,external_group_headlight_2096229,data/external/open_license/images/headlight/commons_headlight_2096229.png,lighting,headlight,Automotive engine oil filter.,MISMATCH,wikimedia_commons_open_license
external_sample_headlight_2096229_partial_match,external_image_headlight_2096229,external_group_headlight_2096229,data/external/open_license/images/headlight/commons_headlight_2096229.png,lighting,headlight,Automotive taillight assembly.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_oil_filter_1012231_match,external_image_oil_filter_1012231,external_group_oil_filter_1012231,data/external/open_license/images/oil_filter/commons_oil_filter_1012231.jpg,filtration,oil_filter,Automotive engine oil filter.,MATCH,wikimedia_commons_open_license
external_sample_oil_filter_1012231_mismatch,external_image_oil_filter_1012231,external_group_oil_filter_1012231,data/external/open_license/images/oil_filter/commons_oil_filter_1012231.jpg,filtration,oil_filter,Automotive starter motor.,MISMATCH,wikimedia_commons_open_license
external_sample_oil_filter_1012231_partial_match,external_image_oil_filter_1012231,external_group_oil_filter_1012231,data/external/open_license/images/oil_filter/commons_oil_filter_1012231.jpg,filtration,oil_filter,Automotive engine air filter.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_oil_filter_1158213_match,external_image_oil_filter_1158213,external_group_oil_filter_1158213,data/external/open_license/images/oil_filter/commons_oil_filter_1158213.jpg,filtration,oil_filter,Automotive engine oil filter.,MATCH,wikimedia_commons_open_license
external_sample_oil_filter_1158213_mismatch,external_image_oil_filter_1158213,external_group_oil_filter_1158213,data/external/open_license/images/oil_filter/commons_oil_filter_1158213.jpg,filtration,oil_filter,Automotive starter motor.,MISMATCH,wikimedia_commons_open_license
external_sample_oil_filter_1158213_partial_match,external_image_oil_filter_1158213,external_group_oil_filter_1158213,data/external/open_license/images/oil_filter/commons_oil_filter_1158213.jpg,filtration,oil_filter,Automotive engine air filter.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_oil_filter_1158214_match,external_image_oil_filter_1158214,external_group_oil_filter_1158214,data/external/open_license/images/oil_filter/commons_oil_filter_1158214.jpg,filtration,oil_filter,Automotive engine oil filter.,MATCH,wikimedia_commons_open_license
external_sample_oil_filter_1158214_mismatch,external_image_oil_filter_1158214,external_group_oil_filter_1158214,data/external/open_license/images/oil_filter/commons_oil_filter_1158214.jpg,filtration,oil_filter,Automotive starter motor.,MISMATCH,wikimedia_commons_open_license
external_sample_oil_filter_1158214_partial_match,external_image_oil_filter_1158214,external_group_oil_filter_1158214,data/external/open_license/images/oil_filter/commons_oil_filter_1158214.jpg,filtration,oil_filter,Automotive engine air filter.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_shock_absorber_1196179_match,external_image_shock_absorber_1196179,external_group_shock_absorber_1196179,data/external/open_license/images/shock_absorber/commons_shock_absorber_1196179.jpg,suspension,shock_absorber,Automotive shock absorber.,MATCH,wikimedia_commons_open_license
external_sample_shock_absorber_1196179_mismatch,external_image_shock_absorber_1196179,external_group_shock_absorber_1196179,data/external/open_license/images/shock_absorber/commons_shock_absorber_1196179.jpg,suspension,shock_absorber,Automotive headlight assembly.,MISMATCH,wikimedia_commons_open_license
external_sample_shock_absorber_1196179_partial_match,external_image_shock_absorber_1196179,external_group_shock_absorber_1196179,data/external/open_license/images/shock_absorber/commons_shock_absorber_1196179.jpg,suspension,shock_absorber,Automotive suspension coil spring.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_shock_absorber_1196183_match,external_image_shock_absorber_1196183,external_group_shock_absorber_1196183,data/external/open_license/images/shock_absorber/commons_shock_absorber_1196183.jpg,suspension,shock_absorber,Automotive shock absorber.,MATCH,wikimedia_commons_open_license
external_sample_shock_absorber_1196183_mismatch,external_image_shock_absorber_1196183,external_group_shock_absorber_1196183,data/external/open_license/images/shock_absorber/commons_shock_absorber_1196183.jpg,suspension,shock_absorber,Automotive headlight assembly.,MISMATCH,wikimedia_commons_open_license
external_sample_shock_absorber_1196183_partial_match,external_image_shock_absorber_1196183,external_group_shock_absorber_1196183,data/external/open_license/images/shock_absorber/commons_shock_absorber_1196183.jpg,suspension,shock_absorber,Automotive suspension coil spring.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_shock_absorber_1196186_match,external_image_shock_absorber_1196186,external_group_shock_absorber_1196186,data/external/open_license/images/shock_absorber/commons_shock_absorber_1196186.jpg,suspension,shock_absorber,Automotive shock absorber.,MATCH,wikimedia_commons_open_license
external_sample_shock_absorber_1196186_mismatch,external_image_shock_absorber_1196186,external_group_shock_absorber_1196186,data/external/open_license/images/shock_absorber/commons_shock_absorber_1196186.jpg,suspension,shock_absorber,Automotive headlight assembly.,MISMATCH,wikimedia_commons_open_license
external_sample_shock_absorber_1196186_partial_match,external_image_shock_absorber_1196186,external_group_shock_absorber_1196186,data/external/open_license/images/shock_absorber/commons_shock_absorber_1196186.jpg,suspension,shock_absorber,Automotive suspension coil spring.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_starter_1048980_match,external_image_starter_1048980,external_group_starter_1048980,data/external/open_license/images/starter/commons_starter_1048980.jpg,electrical,starter,Automotive starter motor.,MATCH,wikimedia_commons_open_license
external_sample_starter_1048980_mismatch,external_image_starter_1048980,external_group_starter_1048980,data/external/open_license/images/starter/commons_starter_1048980.jpg,electrical,starter,Automotive brake disc.,MISMATCH,wikimedia_commons_open_license
external_sample_starter_1048980_partial_match,external_image_starter_1048980,external_group_starter_1048980,data/external/open_license/images/starter/commons_starter_1048980.jpg,electrical,starter,Automotive alternator.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_starter_13616832_match,external_image_starter_13616832,external_group_starter_13616832,data/external/open_license/images/starter/commons_starter_13616832.jpg,electrical,starter,Automotive starter motor.,MATCH,wikimedia_commons_open_license
external_sample_starter_13616832_mismatch,external_image_starter_13616832,external_group_starter_13616832,data/external/open_license/images/starter/commons_starter_13616832.jpg,electrical,starter,Automotive brake disc.,MISMATCH,wikimedia_commons_open_license
external_sample_starter_13616832_partial_match,external_image_starter_13616832,external_group_starter_13616832,data/external/open_license/images/starter/commons_starter_13616832.jpg,electrical,starter,Automotive alternator.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_starter_1650041_match,external_image_starter_1650041,external_group_starter_1650041,data/external/open_license/images/starter/commons_starter_1650041.jpg,electrical,starter,Automotive starter motor.,MATCH,wikimedia_commons_open_license
external_sample_starter_1650041_mismatch,external_image_starter_1650041,external_group_starter_1650041,data/external/open_license/images/starter/commons_starter_1650041.jpg,electrical,starter,Automotive brake disc.,MISMATCH,wikimedia_commons_open_license
external_sample_starter_1650041_partial_match,external_image_starter_1650041,external_group_starter_1650041,data/external/open_license/images/starter/commons_starter_1650041.jpg,electrical,starter,Automotive alternator.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_taillight_18026985_match,external_image_taillight_18026985,external_group_taillight_18026985,data/external/open_license/images/taillight/commons_taillight_18026985.jpg,lighting,taillight,Automotive taillight assembly.,MATCH,wikimedia_commons_open_license
external_sample_taillight_18026985_mismatch,external_image_taillight_18026985,external_group_taillight_18026985,data/external/open_license/images/taillight/commons_taillight_18026985.jpg,lighting,taillight,Automotive engine air filter.,MISMATCH,wikimedia_commons_open_license
external_sample_taillight_18026985_partial_match,external_image_taillight_18026985,external_group_taillight_18026985,data/external/open_license/images/taillight/commons_taillight_18026985.jpg,lighting,taillight,Automotive headlight assembly.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_taillight_18027695_match,external_image_taillight_18027695,external_group_taillight_18027695,data/external/open_license/images/taillight/commons_taillight_18027695.jpg,lighting,taillight,Automotive taillight assembly.,MATCH,wikimedia_commons_open_license
external_sample_taillight_18027695_mismatch,external_image_taillight_18027695,external_group_taillight_18027695,data/external/open_license/images/taillight/commons_taillight_18027695.jpg,lighting,taillight,Automotive engine air filter.,MISMATCH,wikimedia_commons_open_license
external_sample_taillight_18027695_partial_match,external_image_taillight_18027695,external_group_taillight_18027695,data/external/open_license/images/taillight/commons_taillight_18027695.jpg,lighting,taillight,Automotive headlight assembly.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_taillight_1900673_match,external_image_taillight_1900673,external_group_taillight_1900673,data/external/open_license/images/taillight/commons_taillight_1900673.jpg,lighting,taillight,Automotive taillight assembly.,MATCH,wikimedia_commons_open_license
external_sample_taillight_1900673_mismatch,external_image_taillight_1900673,external_group_taillight_1900673,data/external/open_license/images/taillight/commons_taillight_1900673.jpg,lighting,taillight,Automotive engine air filter.,MISMATCH,wikimedia_commons_open_license
external_sample_taillight_1900673_partial_match,external_image_taillight_1900673,external_group_taillight_1900673,data/external/open_license/images/taillight/commons_taillight_1900673.jpg,lighting,taillight,Automotive headlight assembly.,PARTIAL_MATCH,wikimedia_commons_open_license
