sample_id,image_id,part_group_id,image_path,part_family,part_category,description,label,source
external_sample_air_filter_475881_partial_match,external_image_air_filter_475881,external_group_air_filter_475881,data/external/open_license/images/air_filter/commons_air_filter_475881.jpg,filtration,air_filter,Automotive engine oil filter.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_air_filter_9446495_match,external_image_air_filter_9446495,external_group_air_filter_9446495,data/external/open_license/images/air_filter/commons_air_filter_9446495.jpg,filtration,air_filter,Automotive engine air filter.,MATCH,wikimedia_commons_open_license
external_sample_air_filter_9446495_mismatch,external_image_air_filter_9446495,external_group_air_filter_9446495,data/external/open_license/images/air_filter/commons_air_filter_9446495.jpg,filtration,air_filter,Automotive alternator.,MISMATCH,wikimedia_commons_open_license
external_sample_air_filter_9446495_partial_match,external_image_air_filter_9446495,external_group_air_filter_9446495,data/external/open_license/images/air_filter/commons_air_filter_9446495.jpg,filtration,air_filter,Automotive engine oil filter.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_alternator_10186168_match,external_image_alternator_10186168,external_group_alternator_10186168,data/external/open_license/images/alternator/commons_alternator_10186168.jpg,electrical,alternator,Automotive alternator.,MATCH,wikimedia_commons_open_license
external_sample_alternator_10186168_mismatch,external_image_alternator_10186168,external_group_alternator_10186168,data/external/open_license/images/alternator/commons_alternator_10186168.jpg,electrical,alternator,Automotive brake pad.,MISMATCH,wikimedia_commons_open_license
external_sample_alternator_10186168_partial_match,external_image_alternator_10186168,external_group_alternator_10186168,data/external/open_license/images/alternator/commons_alternator_10186168.jpg,electrical,alternator,Automotive starter motor.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_alternator_10186172_match,external_image_alternator_10186172,external_group_alternator_10186172,data/external/open_license/images/alternator/commons_alternator_10186172.jpg,electrical,alternator,Automotive alternator.,MATCH,wikimedia_commons_open_license
external_sample_alternator_10186172_mismatch,external_image_alternator_10186172,external_group_alternator_10186172,data/external/open_license/images/alternator/commons_alternator_10186172.jpg,electrical,alternator,Automotive brake pad.,MISMATCH,wikimedia_commons_open_license
external_sample_alternator_10186172_partial_match,external_image_alternator_10186172,external_group_alternator_10186172,data/external/open_license/images/alternator/commons_alternator_10186172.jpg,electrical,alternator,Automotive starter motor.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_alternator_1242324_match,external_image_alternator_1242324,external_group_alternator_1242324,data/external/open_license/images/alternator/commons_alternator_1242324.jpg,electrical,alternator,Automotive alternator.,MATCH,wikimedia_commons_open_license
external_sample_alternator_1242324_mismatch,external_image_alternator_1242324,external_group_alternator_1242324,data/external/open_license/images/alternator/commons_alternator_1242324.jpg,electrical,alternator,Automotive brake pad.,MISMATCH,wikimedia_commons_open_license
external_sample_alternator_1242324_partial_match,external_image_alternator_1242324,external_group_alternator_1242324,data/external/open_license/images/alternator/commons_alternator_1242324.jpg,electrical,alternator,Automotive starter motor.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_alternator_12811841_match,external_image_alternator_12811841,external_group_alternator_12811841,data/external/open_license/images/alternator/commons_alternator_12811841.jpg,electrical,alternator,Automotive alternator.,MATCH,wikimedia_commons_open_license
external_sample_alternator_12811841_mismatch,external_image_alternator_12811841,external_group_alternator_12811841,data/external/open_license/images/alternator/commons_alternator_12811841.jpg,electrical,alternator,Automotive brake pad.,MISMATCH,wikimedia_commons_open_license
external_sample_alternator_12811841_partial_match,external_image_alternator_12811841,external_group_alternator_12811841,data/external/open_license/images/alternator/commons_alternator_12811841.jpg,electrical,alternator,Automotive starter motor.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_alternator_1791740_match,external_image_alternator_1791740,external_group_alternator_1791740,data/external/open_license/images/alternator/commons_alternator_1791740.jpg,electrical,alternator,Automotive alternator.,MATCH,wikimedia_commons_open_license
external_sample_alternator_1791740_mismatch,external_image_alternator_1791740,external_group_alternator_1791740,data/external/open_license/images/alternator/commons_alternator_1791740.jpg,electrical,alternator,Automotive brake pad.,MISMATCH,wikimedia_commons_open_license
external_sample_alternator_1791740_partial_match,external_image_alternator_1791740,external_group_alternator_1791740,data/external/open_license/images/alternator/commons_alternator_1791740.jpg,electrical,alternator,Automotive starter motor.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_brake_disc_1012105_match,external_image_brake_disc_1012105,external_group_brake_disc_1012105,data/external/open_license/images/brake_disc/commons_brake_disc_1012105.jpg,braking,brake_disc,Automotive brake disc.,MATCH,wikimedia_commons_open_license
external_sample_brake_disc_1012105_mismatch,external_image_brake_disc_1012105,external_group_brake_disc_1012105,data/external/open_license/images/brake_disc/commons_brake_disc_1012105.jpg,braking,brake_disc,Automotive shock absorber.,MISMATCH,wikimedia_commons_open_license
external_sample_brake_disc_1012105_partial_match,external_image_brake_disc_1012105,external_group_brake_disc_1012105,data/external/open_license/images/brake_disc/commons_brake_disc_1012105.jpg,braking,brake_disc,Automotive brake pad.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_brake_disc_2119919_match,external_image_brake_disc_2119919,external_group_brake_disc_2119919,data/external/open_license/images/brake_disc/commons_brake_disc_2119919.jpg,braking,brake_disc,Automotive brake disc.,MATCH,wikimedia_commons_open_license
external_sample_brake_disc_2119919_mismatch,external_image_brake_disc_2119919,external_group_brake_disc_2119919,data/external/open_license/images/brake_disc/commons_brake_disc_2119919.jpg,braking,brake_disc,Automotive shock absorber.,MISMATCH,wikimedia_commons_open_license
external_sample_brake_disc_2119919_partial_match,external_image_brake_disc_2119919,external_group_brake_disc_2119919,data/external/open_license/images/brake_disc/commons_brake_disc_2119919.jpg,braking,brake_disc,Automotive brake pad.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_brake_disc_32848093_match,external_image_brake_disc_32848093,external_group_brake_disc_32848093,data/external/open_license/images/brake_disc/commons_brake_disc_32848093.jpg,braking,brake_disc,Automotive brake disc.,MATCH,wikimedia_commons_open_license
external_sample_brake_disc_32848093_mismatch,external_image_brake_disc_32848093,external_group_brake_disc_32848093,data/external/open_license/images/brake_disc/commons_brake_disc_32848093.jpg,braking,brake_disc,Automotive shock absorber.,MISMATCH,wikimedia_commons_open_license
external_sample_brake_disc_32848093_partial_match,external_image_brake_disc_32848093,external_group_brake_disc_32848093,data/external/open_license/images/brake_disc/commons_brake_disc_32848093.jpg,braking,brake_disc,Automotive brake pad.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_brake_disc_36552019_match,external_image_brake_disc_36552019,external_group_brake_disc_36552019,data/external/open_license/images/brake_disc/commons_brake_disc_36552019.jpg,braking,brake_disc,Automotive brake disc.,MATCH,wikimedia_commons_open_license
external_sample_brake_disc_36552019_mismatch,external_image_brake_disc_36552019,external_group_brake_disc_36552019,data/external/open_license/images/brake_disc/commons_brake_disc_36552019.jpg,braking,brake_disc,Automotive shock absorber.,MISMATCH,wikimedia_commons_open_license
external_sample_brake_disc_36552019_partial_match,external_image_brake_disc_36552019,external_group_brake_disc_36552019,data/external/open_license/images/brake_disc/commons_brake_disc_36552019.jpg,braking,brake_disc,Automotive brake pad.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_brake_disc_51002797_match,external_image_brake_disc_51002797,external_group_brake_disc_51002797,data/external/open_license/images/brake_disc/commons_brake_disc_51002797.png,braking,brake_disc,Automotive brake disc.,MATCH,wikimedia_commons_open_license
external_sample_brake_disc_51002797_mismatch,external_image_brake_disc_51002797,external_group_brake_disc_51002797,data/external/open_license/images/brake_disc/commons_brake_disc_51002797.png,braking,brake_disc,Automotive shock absorber.,MISMATCH,wikimedia_commons_open_license
external_sample_brake_disc_51002797_partial_match,external_image_brake_disc_51002797,external_group_brake_disc_51002797,data/external/open_license/images/brake_disc/commons_brake_disc_51002797.png,braking,brake_disc,Automotive brake pad.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_brake_pad_16498941_match,external_image_brake_pad_16498941,external_group_brake_pad_16498941,data/external/open_license/images/brake_pad/commons_brake_pad_16498941.jpg,braking,brake_pad,Automotive brake pad.,MATCH,wikimedia_commons_open_license
external_sample_brake_pad_16498941_mismatch,external_image_brake_pad_16498941,external_group_brake_pad_16498941,data/external/open_license/images/brake_pad/commons_brake_pad_16498941.jpg,braking,brake_pad,Automotive suspension coil spring.,MISMATCH,wikimedia_commons_open_license
external_sample_brake_pad_16498941_partial_match,external_image_brake_pad_16498941,external_group_brake_pad_16498941,data/external/open_license/images/brake_pad/commons_brake_pad_16498941.jpg,braking,brake_pad,Automotive brake disc.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_brake_pad_18661413_match,external_image_brake_pad_18661413,external_group_brake_pad_18661413,data/external/open_license/images/brake_pad/commons_brake_pad_18661413.jpg,braking,brake_pad,Automotive brake pad.,MATCH,wikimedia_commons_open_license
external_sample_brake_pad_18661413_mismatch,external_image_brake_pad_18661413,external_group_brake_pad_18661413,data/external/open_license/images/brake_pad/commons_brake_pad_18661413.jpg,braking,brake_pad,Automotive suspension coil spring.,MISMATCH,wikimedia_commons_open_license
external_sample_brake_pad_18661413_partial_match,external_image_brake_pad_18661413,external_group_brake_pad_18661413,data/external/open_license/images/brake_pad/commons_brake_pad_18661413.jpg,braking,brake_pad,Automotive brake disc.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_brake_pad_20811161_match,external_image_brake_pad_20811161,external_group_brake_pad_20811161,data/external/open_license/images/brake_pad/commons_brake_pad_20811161.jpg,braking,brake_pad,Automotive brake pad.,MATCH,wikimedia_commons_open_license
external_sample_brake_pad_20811161_mismatch,external_image_brake_pad_20811161,external_group_brake_pad_20811161,data/external/open_license/images/brake_pad/commons_brake_pad_20811161.jpg,braking,brake_pad,Automotive suspension coil spring.,MISMATCH,wikimedia_commons_open_license
external_sample_brake_pad_20811161_partial_match,external_image_brake_pad_20811161,external_group_brake_pad_20811161,data/external/open_license/images/brake_pad/commons_brake_pad_20811161.jpg,braking,brake_pad,Automotive brake disc.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_brake_pad_2470132_match,external_image_brake_pad_2470132,external_group_brake_pad_2470132,data/external/open_license/images/brake_pad/commons_brake_pad_2470132.jpg,braking,brake_pad,Automotive brake pad.,MATCH,wikimedia_commons_open_license
external_sample_brake_pad_2470132_mismatch,external_image_brake_pad_2470132,external_group_brake_pad_2470132,data/external/open_license/images/brake_pad/commons_brake_pad_2470132.jpg,braking,brake_pad,Automotive suspension coil spring.,MISMATCH,wikimedia_commons_open_license
external_sample_brake_pad_2470132_partial_match,external_image_brake_pad_2470132,external_group_brake_pad_2470132,data/external/open_license/images/brake_pad/commons_brake_pad_2470132.jpg,braking,brake_pad,Automotive brake disc.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_brake_pad_47781594_match,external_image_brake_pad_47781594,external_group_brake_pad_47781594,data/external/open_license/images/brake_pad/commons_brake_pad_47781594.jpg,braking,brake_pad,Automotive brake pad.,MATCH,wikimedia_commons_open_license
external_sample_brake_pad_47781594_mismatch,external_image_brake_pad_47781594,external_group_brake_pad_47781594,data/external/open_license/images/brake_pad/commons_brake_pad_47781594.jpg,braking,brake_pad,Automotive suspension coil spring.,MISMATCH,wikimedia_commons_open_license
external_sample_brake_pad_47781594_partial_match,external_image_brake_pad_47781594,external_group_brake_pad_47781594,data/external/open_license/images/brake_pad/commons_brake_pad_47781594.jpg,braking,brake_pad,Automotive brake disc.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_coil_spring_1136563_match,external_image_coil_spring_1136563,external_group_coil_spring_1136563,data/external/open_license/images/coil_spring/commons_coil_spring_1136563.jpg,suspension,coil_spring,Automotive suspension coil spring.,MATCH,wikimedia_commons_open_license
external_sample_coil_spring_1136563_mismatch,external_image_coil_spring_1136563,external_group_coil_spring_1136563,data/external/open_license/images/coil_spring/commons_coil_spring_1136563.jpg,suspension,coil_spring,Automotive taillight assembly.,MISMATCH,wikimedia_commons_open_license
external_sample_coil_spring_1136563_partial_match,external_image_coil_spring_1136563,external_group_coil_spring_1136563,data/external/open_license/images/coil_spring/commons_coil_spring_1136563.jpg,suspension,coil_spring,Automotive shock absorber.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_coil_spring_1435750_match,external_image_coil_spring_1435750,external_group_coil_spring_1435750,data/external/open_license/images/coil_spring/commons_coil_spring_1435750.jpg,suspension,coil_spring,Automotive suspension coil spring.,MATCH,wikimedia_commons_open_license
external_sample_coil_spring_1435750_mismatch,external_image_coil_spring_1435750,external_group_coil_spring_1435750,data/external/open_license/images/coil_spring/commons_coil_spring_1435750.jpg,suspension,coil_spring,Automotive taillight assembly.,MISMATCH,wikimedia_commons_open_license
external_sample_coil_spring_1435750_partial_match,external_image_coil_spring_1435750,external_group_coil_spring_1435750,data/external/open_license/images/coil_spring/commons_coil_spring_1435750.jpg,suspension,coil_spring,Automotive shock absorber.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_coil_spring_18496373_match,external_image_coil_spring_18496373,external_group_coil_spring_18496373,data/external/open_license/images/coil_spring/commons_coil_spring_18496373.jpg,suspension,coil_spring,Automotive suspension coil spring.,MATCH,wikimedia_commons_open_license
external_sample_coil_spring_18496373_mismatch,external_image_coil_spring_18496373,external_group_coil_spring_18496373,data/external/open_license/images/coil_spring/commons_coil_spring_18496373.jpg,suspension,coil_spring,Automotive taillight assembly.,MISMATCH,wikimedia_commons_open_license
external_sample_coil_spring_18496373_partial_match,external_image_coil_spring_18496373,external_group_coil_spring_18496373,data/external/open_license/images/coil_spring/commons_coil_spring_18496373.jpg,suspension,coil_spring,Automotive shock absorber.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_coil_spring_4525127_match,external_image_coil_spring_4525127,external_group_coil_spring_4525127,data/external/open_license/images/coil_spring/commons_coil_spring_4525127.jpg,suspension,coil_spring,Automotive suspension coil spring.,MATCH,wikimedia_commons_open_license
external_sample_coil_spring_4525127_mismatch,external_image_coil_spring_4525127,external_group_coil_spring_4525127,data/external/open_license/images/coil_spring/commons_coil_spring_4525127.jpg,suspension,coil_spring,Automotive taillight assembly.,MISMATCH,wikimedia_commons_open_license
external_sample_coil_spring_4525127_partial_match,external_image_coil_spring_4525127,external_group_coil_spring_4525127,data/external/open_license/images/coil_spring/commons_coil_spring_4525127.jpg,suspension,coil_spring,Automotive shock absorber.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_coil_spring_8858562_match,external_image_coil_spring_8858562,external_group_coil_spring_8858562,data/external/open_license/images/coil_spring/commons_coil_spring_8858562.jpg,suspension,coil_spring,Automotive suspension coil spring.,MATCH,wikimedia_commons_open_license
external_sample_coil_spring_8858562_mismatch,external_image_coil_spring_8858562,external_group_coil_spring_8858562,data/external/open_license/images/coil_spring/commons_coil_spring_8858562.jpg,suspension,coil_spring,Automotive taillight assembly.,MISMATCH,wikimedia_commons_open_license
external_sample_coil_spring_8858562_partial_match,external_image_coil_spring_8858562,external_group_coil_spring_8858562,data/external/open_license/images/coil_spring/commons_coil_spring_8858562.jpg,suspension,coil_spring,Automotive shock absorber.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_headlight_1603335_match,external_image_headlight_1603335,external_group_headlight_1603335,data/external/open_license/images/headlight/commons_headlight_1603335.jpg,lighting,headlight,Automotive headlight assembly.,MATCH,wikimedia_commons_open_license
external_sample_headlight_1603335_mismatch,external_image_headlight_1603335,external_group_headlight_1603335,data/external/open_license/images/headlight/commons_headlight_1603335.jpg,lighting,headlight,Automotive engine oil filter.,MISMATCH,wikimedia_commons_open_license
external_sample_headlight_1603335_partial_match,external_image_headlight_1603335,external_group_headlight_1603335,data/external/open_license/images/headlight/commons_headlight_1603335.jpg,lighting,headlight,Automotive taillight assembly.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_headlight_1859134_match,external_image_headlight_1859134,external_group_headlight_1859134,data/external/open_license/images/headlight/commons_headlight_1859134.jpg,lighting,headlight,Automotive headlight assembly.,MATCH,wikimedia_commons_open_license
external_sample_headlight_1859134_mismatch,external_image_headlight_1859134,external_group_headlight_1859134,data/external/open_license/images/headlight/commons_headlight_1859134.jpg,lighting,headlight,Automotive engine oil filter.,MISMATCH,wikimedia_commons_open_license
external_sample_headlight_1859134_partial_match,external_image_headlight_1859134,external_group_headlight_1859134,data/external/open_license/images/headlight/commons_headlight_1859134.jpg,lighting,headlight,Automotive taillight assembly.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_headlight_2096229_match,external_image_headlight_2096229,external_group_headlight_2096229,data/external/open_license/images/headlight/commons_headlight_2096229.png,lighting,headlight,Automotive headlight assembly.,MATCH,wikimedia_commons_open_license
external_sample_headlight_2096229_mismatch,external_image_headlight_2096229,external_group_headlight_2096229,data/external/open_license/images/headlight/commons_headlight_2096229.png,lighting,headlight,Automotive engine oil filter.,MISMATCH,wikimedia_commons_open_license
external_sample_headlight_2096229_partial_match,external_image_headlight_2096229,external_group_headlight_2096229,data/external/open_license/images/headlight/commons_headlight_2096229.png,lighting,headlight,Automotive taillight assembly.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_headlight_2983638_match,external_image_headlight_2983638,external_group_headlight_2983638,data/external/open_license/images/headlight/commons_headlight_2983638.jpg,lighting,headlight,Automotive headlight assembly.,MATCH,wikimedia_commons_open_license
external_sample_headlight_2983638_mismatch,external_image_headlight_2983638,external_group_headlight_2983638,data/external/open_license/images/headlight/commons_headlight_2983638.jpg,lighting,headlight,Automotive engine oil filter.,MISMATCH,wikimedia_commons_open_license
external_sample_headlight_2983638_partial_match,external_image_headlight_2983638,external_group_headlight_2983638,data/external/open_license/images/headlight/commons_headlight_2983638.jpg,lighting,headlight,Automotive taillight assembly.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_headlight_4620767_match,external_image_headlight_4620767,external_group_headlight_4620767,data/external/open_license/images/headlight/commons_headlight_4620767.jpg,lighting,headlight,Automotive headlight assembly.,MATCH,wikimedia_commons_open_license
external_sample_headlight_4620767_mismatch,external_image_headlight_4620767,external_group_headlight_4620767,data/external/open_license/images/headlight/commons_headlight_4620767.jpg,lighting,headlight,Automotive engine oil filter.,MISMATCH,wikimedia_commons_open_license
external_sample_headlight_4620767_partial_match,external_image_headlight_4620767,external_group_headlight_4620767,data/external/open_license/images/headlight/commons_headlight_4620767.jpg,lighting,headlight,Automotive taillight assembly.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_oil_filter_1012231_match,external_image_oil_filter_1012231,external_group_oil_filter_1012231,data/external/open_license/images/oil_filter/commons_oil_filter_1012231.jpg,filtration,oil_filter,Automotive engine oil filter.,MATCH,wikimedia_commons_open_license
external_sample_oil_filter_1012231_mismatch,external_image_oil_filter_1012231,external_group_oil_filter_1012231,data/external/open_license/images/oil_filter/commons_oil_filter_1012231.jpg,filtration,oil_filter,Automotive starter motor.,MISMATCH,wikimedia_commons_open_license
external_sample_oil_filter_1012231_partial_match,external_image_oil_filter_1012231,external_group_oil_filter_1012231,data/external/open_license/images/oil_filter/commons_oil_filter_1012231.jpg,filtration,oil_filter,Automotive engine air filter.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_oil_filter_1158213_match,external_image_oil_filter_1158213,external_group_oil_filter_1158213,data/external/open_license/images/oil_filter/commons_oil_filter_1158213.jpg,filtration,oil_filter,Automotive engine oil filter.,MATCH,wikimedia_commons_open_license
external_sample_oil_filter_1158213_mismatch,external_image_oil_filter_1158213,external_group_oil_filter_1158213,data/external/open_license/images/oil_filter/commons_oil_filter_1158213.jpg,filtration,oil_filter,Automotive starter motor.,MISMATCH,wikimedia_commons_open_license
external_sample_oil_filter_1158213_partial_match,external_image_oil_filter_1158213,external_group_oil_filter_1158213,data/external/open_license/images/oil_filter/commons_oil_filter_1158213.jpg,filtration,oil_filter,Automotive engine air filter.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_oil_filter_1158214_match,external_image_oil_filter_1158214,external_group_oil_filter_1158214,data/external/open_license/images/oil_filter/commons_oil_filter_1158214.jpg,filtration,oil_filter,Automotive engine oil filter.,MATCH,wikimedia_commons_open_license
external_sample_oil_filter_1158214_mismatch,external_image_oil_filter_1158214,external_group_oil_filter_1158214,data/external/open_license/images/oil_filter/commons_oil_filter_1158214.jpg,filtration,oil_filter,Automotive starter motor.,MISMATCH,wikimedia_commons_open_license
external_sample_oil_filter_1158214_partial_match,external_image_oil_filter_1158214,external_group_oil_filter_1158214,data/external/open_license/images/oil_filter/commons_oil_filter_1158214.jpg,filtration,oil_filter,Automotive engine air filter.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_oil_filter_1715177_match,external_image_oil_filter_1715177,external_group_oil_filter_1715177,data/external/open_license/images/oil_filter/commons_oil_filter_1715177.jpg,filtration,oil_filter,Automotive engine oil filter.,MATCH,wikimedia_commons_open_license
external_sample_oil_filter_1715177_mismatch,external_image_oil_filter_1715177,external_group_oil_filter_1715177,data/external/open_license/images/oil_filter/commons_oil_filter_1715177.jpg,filtration,oil_filter,Automotive starter motor.,MISMATCH,wikimedia_commons_open_license
external_sample_oil_filter_1715177_partial_match,external_image_oil_filter_1715177,external_group_oil_filter_1715177,data/external/open_license/images/oil_filter/commons_oil_filter_1715177.jpg,filtration,oil_filter,Automotive engine air filter.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_oil_filter_2584768_match,external_image_oil_filter_2584768,external_group_oil_filter_2584768,data/external/open_license/images/oil_filter/commons_oil_filter_2584768.jpg,filtration,oil_filter,Automotive engine oil filter.,MATCH,wikimedia_commons_open_license
external_sample_oil_filter_2584768_mismatch,external_image_oil_filter_2584768,external_group_oil_filter_2584768,data/external/open_license/images/oil_filter/commons_oil_filter_2584768.jpg,filtration,oil_filter,Automotive starter motor.,MISMATCH,wikimedia_commons_open_license
external_sample_oil_filter_2584768_partial_match,external_image_oil_filter_2584768,external_group_oil_filter_2584768,data/external/open_license/images/oil_filter/commons_oil_filter_2584768.jpg,filtration,oil_filter,Automotive engine air filter.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_shock_absorber_1196179_match,external_image_shock_absorber_1196179,external_group_shock_absorber_1196179,data/external/open_license/images/shock_absorber/commons_shock_absorber_1196179.jpg,suspension,shock_absorber,Automotive shock absorber.,MATCH,wikimedia_commons_open_license
external_sample_shock_absorber_1196179_mismatch,external_image_shock_absorber_1196179,external_group_shock_absorber_1196179,data/external/open_license/images/shock_absorber/commons_shock_absorber_1196179.jpg,suspension,shock_absorber,Automotive headlight assembly.,MISMATCH,wikimedia_commons_open_license
external_sample_shock_absorber_1196179_partial_match,external_image_shock_absorber_1196179,external_group_shock_absorber_1196179,data/external/open_license/images/shock_absorber/commons_shock_absorber_1196179.jpg,suspension,shock_absorber,Automotive suspension coil spring.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_shock_absorber_1196183_match,external_image_shock_absorber_1196183,external_group_shock_absorber_1196183,data/external/open_license/images/shock_absorber/commons_shock_absorber_1196183.jpg,suspension,shock_absorber,Automotive shock absorber.,MATCH,wikimedia_commons_open_license
external_sample_shock_absorber_1196183_mismatch,external_image_shock_absorber_1196183,external_group_shock_absorber_1196183,data/external/open_license/images/shock_absorber/commons_shock_absorber_1196183.jpg,suspension,shock_absorber,Automotive headlight assembly.,MISMATCH,wikimedia_commons_open_license
external_sample_shock_absorber_1196183_partial_match,external_image_shock_absorber_1196183,external_group_shock_absorber_1196183,data/external/open_license/images/shock_absorber/commons_shock_absorber_1196183.jpg,suspension,shock_absorber,Automotive suspension coil spring.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_shock_absorber_1196186_match,external_image_shock_absorber_1196186,external_group_shock_absorber_1196186,data/external/open_license/images/shock_absorber/commons_shock_absorber_1196186.jpg,suspension,shock_absorber,Automotive shock absorber.,MATCH,wikimedia_commons_open_license
external_sample_shock_absorber_1196186_mismatch,external_image_shock_absorber_1196186,external_group_shock_absorber_1196186,data/external/open_license/images/shock_absorber/commons_shock_absorber_1196186.jpg,suspension,shock_absorber,Automotive headlight assembly.,MISMATCH,wikimedia_commons_open_license
external_sample_shock_absorber_1196186_partial_match,external_image_shock_absorber_1196186,external_group_shock_absorber_1196186,data/external/open_license/images/shock_absorber/commons_shock_absorber_1196186.jpg,suspension,shock_absorber,Automotive suspension coil spring.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_shock_absorber_551757_match,external_image_shock_absorber_551757,external_group_shock_absorber_551757,data/external/open_license/images/shock_absorber/commons_shock_absorber_551757.jpg,suspension,shock_absorber,Automotive shock absorber.,MATCH,wikimedia_commons_open_license
external_sample_shock_absorber_551757_mismatch,external_image_shock_absorber_551757,external_group_shock_absorber_551757,data/external/open_license/images/shock_absorber/commons_shock_absorber_551757.jpg,suspension,shock_absorber,Automotive headlight assembly.,MISMATCH,wikimedia_commons_open_license
external_sample_shock_absorber_551757_partial_match,external_image_shock_absorber_551757,external_group_shock_absorber_551757,data/external/open_license/images/shock_absorber/commons_shock_absorber_551757.jpg,suspension,shock_absorber,Automotive suspension coil spring.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_shock_absorber_886414_match,external_image_shock_absorber_886414,external_group_shock_absorber_886414,data/external/open_license/images/shock_absorber/commons_shock_absorber_886414.jpg,suspension,shock_absorber,Automotive shock absorber.,MATCH,wikimedia_commons_open_license
