sample_id,image_id,part_group_id,image_path,part_family,part_category,description,label,source
external_sample_headlight_1603335_match,external_image_headlight_1603335,external_group_headlight_1603335,data/external/open_license/images/headlight/commons_headlight_1603335.jpg,lighting,headlight,Automotive headlight assembly.,MATCH,wikimedia_commons_open_license
external_sample_headlight_2983638_match,external_image_headlight_2983638,external_group_headlight_2983638,data/external/open_license/images/headlight/commons_headlight_2983638.jpg,lighting,headlight,Automotive headlight assembly.,MATCH,wikimedia_commons_open_license
external_sample_headlight_1603335_mismatch,external_image_headlight_1603335,external_group_headlight_1603335,data/external/open_license/images/headlight/commons_headlight_1603335.jpg,lighting,headlight,Automotive engine oil filter.,MISMATCH,wikimedia_commons_open_license
external_sample_headlight_2983638_mismatch,external_image_headlight_2983638,external_group_headlight_2983638,data/external/open_license/images/headlight/commons_headlight_2983638.jpg,lighting,headlight,Automotive engine oil filter.,MISMATCH,wikimedia_commons_open_license
external_sample_headlight_1603335_partial_match,external_image_headlight_1603335,external_group_headlight_1603335,data/external/open_license/images/headlight/commons_headlight_1603335.jpg,lighting,headlight,Automotive taillight assembly.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_headlight_2983638_partial_match,external_image_headlight_2983638,external_group_headlight_2983638,data/external/open_license/images/headlight/commons_headlight_2983638.jpg,lighting,headlight,Automotive taillight assembly.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_oil_filter_1012231_match,external_image_oil_filter_1012231,external_group_oil_filter_1012231,data/external/open_license/images/oil_filter/commons_oil_filter_1012231.jpg,filtration,oil_filter,Automotive engine oil filter.,MATCH,wikimedia_commons_open_license
external_sample_oil_filter_1715177_match,external_image_oil_filter_1715177,external_group_oil_filter_1715177,data/external/open_license/images/oil_filter/commons_oil_filter_1715177.jpg,filtration,oil_filter,Automotive engine oil filter.,MATCH,wikimedia_commons_open_license
external_sample_oil_filter_1012231_mismatch,external_image_oil_filter_1012231,external_group_oil_filter_1012231,data/external/open_license/images/oil_filter/commons_oil_filter_1012231.jpg,filtration,oil_filter,Automotive starter motor.,MISMATCH,wikimedia_commons_open_license
external_sample_oil_filter_1715177_mismatch,external_image_oil_filter_1715177,external_group_oil_filter_1715177,data/external/open_license/images/oil_filter/commons_oil_filter_1715177.jpg,filtration,oil_filter,Automotive starter motor.,MISMATCH,wikimedia_commons_open_license
external_sample_oil_filter_1012231_partial_match,external_image_oil_filter_1012231,external_group_oil_filter_1012231,data/external/open_license/images/oil_filter/commons_oil_filter_1012231.jpg,filtration,oil_filter,Automotive engine air filter.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_oil_filter_1715177_partial_match,external_image_oil_filter_1715177,external_group_oil_filter_1715177,data/external/open_license/images/oil_filter/commons_oil_filter_1715177.jpg,filtration,oil_filter,Automotive engine air filter.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_shock_absorber_1196179_match,external_image_shock_absorber_1196179,external_group_shock_absorber_1196179,data/external/open_license/images/shock_absorber/commons_shock_absorber_1196179.jpg,suspension,shock_absorber,Automotive shock absorber.,MATCH,wikimedia_commons_open_license
external_sample_shock_absorber_551757_match,external_image_shock_absorber_551757,external_group_shock_absorber_551757,data/external/open_license/images/shock_absorber/commons_shock_absorber_551757.jpg,suspension,shock_absorber,Automotive shock absorber.,MATCH,wikimedia_commons_open_license
external_sample_shock_absorber_1196179_mismatch,external_image_shock_absorber_1196179,external_group_shock_absorber_1196179,data/external/open_license/images/shock_absorber/commons_shock_absorber_1196179.jpg,suspension,shock_absorber,Automotive headlight assembly.,MISMATCH,wikimedia_commons_open_license
external_sample_shock_absorber_551757_mismatch,external_image_shock_absorber_551757,external_group_shock_absorber_551757,data/external/open_license/images/shock_absorber/commons_shock_absorber_551757.jpg,suspension,shock_absorber,Automotive headlight assembly.,MISMATCH,wikimedia_commons_open_license
external_sample_shock_absorber_1196179_partial_match,external_image_shock_absorber_1196179,external_group_shock_absorber_1196179,data/external/open_license/images/shock_absorber/commons_shock_absorber_1196179.jpg,suspension,shock_absorber,Automotive suspension coil spring.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_shock_absorber_551757_partial_match,external_image_shock_absorber_551757,external_group_shock_absorber_551757,data/external/open_license/images/shock_absorber/commons_shock_absorber_551757.jpg,suspension,shock_absorber,Automotive suspension coil spring.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_starter_1048980_match,external_image_starter_1048980,external_group_starter_1048980,data/external/open_license/images/starter/commons_starter_1048980.jpg,electrical,starter,Automotive starter motor.,MATCH,wikimedia_commons_open_license
external_sample_starter_1650046_match,external_image_starter_1650046,external_group_starter_1650046,data/external/open_license/images/starter/commons_starter_1650046.jpg,electrical,starter,Automotive starter motor.,MATCH,wikimedia_commons_open_license
external_sample_starter_1048980_mismatch,external_image_starter_1048980,external_group_starter_1048980,data/external/open_license/images/starter/commons_starter_1048980.jpg,electrical,starter,Automotive brake disc.,MISMATCH,wikimedia_commons_open_license
external_sample_starter_1650046_mismatch,external_image_starter_1650046,external_group_starter_1650046,data/external/open_license/images/starter/commons_starter_1650046.jpg,electrical,starter,Automotive brake disc.,MISMATCH,wikimedia_commons_open_license
external_sample_starter_1048980_partial_match,external_image_starter_1048980,external_group_starter_1048980,data/external/open_license/images/starter/commons_starter_1048980.jpg,electrical,starter,Automotive alternator.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_starter_1650046_partial_match,external_image_starter_1650046,external_group_starter_1650046,data/external/open_license/images/starter/commons_starter_1650046.jpg,electrical,starter,Automotive alternator.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_taillight_18026985_match,external_image_taillight_18026985,external_group_taillight_18026985,data/external/open_license/images/taillight/commons_taillight_18026985.jpg,lighting,taillight,Automotive taillight assembly.,MATCH,wikimedia_commons_open_license
external_sample_taillight_4518332_match,external_image_taillight_4518332,external_group_taillight_4518332,data/external/open_license/images/taillight/commons_taillight_4518332.jpg,lighting,taillight,Automotive taillight assembly.,MATCH,wikimedia_commons_open_license
external_sample_taillight_18026985_mismatch,external_image_taillight_18026985,external_group_taillight_18026985,data/external/open_license/images/taillight/commons_taillight_18026985.jpg,lighting,taillight,Automotive engine air filter.,MISMATCH,wikimedia_commons_open_license
external_sample_taillight_4518332_mismatch,external_image_taillight_4518332,external_group_taillight_4518332,data/external/open_license/images/taillight/commons_taillight_4518332.jpg,lighting,taillight,Automotive engine air filter.,MISMATCH,wikimedia_commons_open_license
external_sample_taillight_18026985_partial_match,external_image_taillight_18026985,external_group_taillight_18026985,data/external/open_license/images/taillight/commons_taillight_18026985.jpg,lighting,taillight,Automotive headlight assembly.,PARTIAL_MATCH,wikimedia_commons_open_license
external_sample_taillight_4518332_partial_match,external_image_taillight_4518332,external_group_taillight_4518332,data/external/open_license/images/taillight/commons_taillight_4518332.jpg,lighting,taillight,Automotive headlight assembly.,PARTIAL_MATCH,wikimedia_commons_open_license
