candidate_id,project_category,image_group_id,split,split_rank_within_category,repository_relative_path,sha256,split_seed,split_score,source_dataset_slug,source_dataset_root,source_split_ignored,test_locked,split_policy
kaggle_e37d4f68f219ba8e,alternator,kaggle50:alternator:kaggle_e37d4f68f219ba8e,train,18,data/images/dataset_v3/train/alternator/alternator_train_018_e37d4f68f219ba8e.jpg,e37d4f68f219ba8e5ec09ce80f12478aa584413bc2e7eec03ce6698706170740,dataset-v3-split-v1,312ab474163c6ad517dd5e8e792d47f6a87c970085acffa18fe24be2b55654cd,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_cc09b700fe1ca710,alternator,kaggle50:alternator:kaggle_cc09b700fe1ca710,train,19,data/images/dataset_v3/train/alternator/alternator_train_019_cc09b700fe1ca710.jpg,cc09b700fe1ca71066e25f9d8df96ffb2b6876ab9081f82652776463d8d7db86,dataset-v3-split-v1,392b52049dc3be2a6b35f3530be3cc2050b56be78354ec73e2ea8d906f0d1ee7,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_90e7591cbf64678d,alternator,kaggle50:alternator:kaggle_90e7591cbf64678d,train,20,data/images/dataset_v3/train/alternator/alternator_train_020_90e7591cbf64678d.jpg,90e7591cbf64678d6d6e14e518ebd327257817c77214e387fc08042766fa0c3e,dataset-v3-split-v1,3eab75a00af487a1e0a140a9ec287adaa86c98772a39171ee3b6fc317702e1c6,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_d542e7c55eb38031,alternator,kaggle50:alternator:kaggle_d542e7c55eb38031,train,21,data/images/dataset_v3/train/alternator/alternator_train_021_d542e7c55eb38031.jpg,d542e7c55eb380316c602fe23d5e7f000d964373260ea482befdaec0509e74ce,dataset-v3-split-v1,404741682dd8fd65b6be9e2512d45870c419f1d7b7764d7ec97e4992fb19fc74,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_4a92ef1471fe627b,alternator,kaggle50:alternator:kaggle_4a92ef1471fe627b,train,22,data/images/dataset_v3/train/alternator/alternator_train_022_4a92ef1471fe627b.jpg,4a92ef1471fe627b24c8ce6d2f555952a2bbb0e7b55c99b425b9da57e48ea938,dataset-v3-split-v1,45abb73df68dc106945616f5808c92584f1838798905750d91ae6178da9bf1e1,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_6051dada7bd0ea36,alternator,kaggle50:alternator:kaggle_6051dada7bd0ea36,train,23,data/images/dataset_v3/train/alternator/alternator_train_023_6051dada7bd0ea36.jpg,6051dada7bd0ea36a5ede5966e97beb815eb65808be685bc4268cc9d3792d499,dataset-v3-split-v1,4963a0e6ff19141c8ae981045daa125a70d8eb98aa31110d5ac6414a66c5b6f8,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_d24f9c3e9d7864db,alternator,kaggle50:alternator:kaggle_d24f9c3e9d7864db,train,24,data/images/dataset_v3/train/alternator/alternator_train_024_d24f9c3e9d7864db.jpg,d24f9c3e9d7864dbe4f85a3d50e3fb5bae3567c3854ae86f53b7f2a5676e61c5,dataset-v3-split-v1,4e8937159875898cdf51bda65bbc5f210d2ba778e36e8ec932e2339b6f88ba7f,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_dabe9ce73561d015,alternator,kaggle50:alternator:kaggle_dabe9ce73561d015,train,25,data/images/dataset_v3/train/alternator/alternator_train_025_dabe9ce73561d015.jpg,dabe9ce73561d01597bd00ae4631a928f0e3a45a53ddf5afd5a69cda48e082a1,dataset-v3-split-v1,52d859d847b703823119e6816558376d69d3a77bd67da90f5c366ae67de8b57d,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_87380b82d87dd40f,alternator,kaggle50:alternator:kaggle_87380b82d87dd40f,train,26,data/images/dataset_v3/train/alternator/alternator_train_026_87380b82d87dd40f.jpg,87380b82d87dd40fa6bdb0b93d23d87fec8e1393c42a6bd3dff49772eabbd9b7,dataset-v3-split-v1,55a4e428ff102457be31cd4b5c2caf023b880cb73be5404839ec356bab610cba,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_9be335e7196ddebd,alternator,kaggle50:alternator:kaggle_9be335e7196ddebd,train,27,data/images/dataset_v3/train/alternator/alternator_train_027_9be335e7196ddebd.jpg,9be335e7196ddebd8748685d70f91f4b20f033f2880206b71f4aba231ce4f525,dataset-v3-split-v1,579a5647ed07ab714a2752cc3154f96dfa683b89317294b1809ce7a4775b170c,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_efb28ee81f12efba,alternator,kaggle50:alternator:kaggle_efb28ee81f12efba,train,28,data/images/dataset_v3/train/alternator/alternator_train_028_efb28ee81f12efba.jpg,efb28ee81f12efba0306abb1dbfcf8b01dd614fc21d5f54471023872dc8f7258,dataset-v3-split-v1,5b85453ff13e957b6393ff4b14d6355a8a85f75ce74e646e562db4873101a83b,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_54a974e7de375113,alternator,kaggle50:alternator:kaggle_54a974e7de375113,train,29,data/images/dataset_v3/train/alternator/alternator_train_029_54a974e7de375113.jpg,54a974e7de375113d7851e2e9d051eb54237cdd14ab2edd0a09305ba4a69bf1e,dataset-v3-split-v1,5ef800f3f90fb983738251b6b8ec807e8cbd05e7382d1df85753b97afde518d0,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_a3b87864b677916b,alternator,kaggle50:alternator:kaggle_a3b87864b677916b,train,30,data/images/dataset_v3/train/alternator/alternator_train_030_a3b87864b677916b.jpg,a3b87864b677916b2248ba8ccbb25092356bdb4a1185624066b90778eb4446c5,dataset-v3-split-v1,61f21d6486812efaa77852e18fdf2f7b4d3dc8ba434038573dddf4a4c425591e,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_9398819c34b531e0,alternator,kaggle50:alternator:kaggle_9398819c34b531e0,train,31,data/images/dataset_v3/train/alternator/alternator_train_031_9398819c34b531e0.jpg,9398819c34b531e08ca268f22edee228cf9c928d3bab7b08ab5f7cd41e168dac,dataset-v3-split-v1,62161dc370e66f5ec3f26988c4b37b7023928dac1e11349004f12806e3de1dd2,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_b7c99a5036491741,alternator,kaggle50:alternator:kaggle_b7c99a5036491741,train,32,data/images/dataset_v3/train/alternator/alternator_train_032_b7c99a5036491741.jpg,b7c99a5036491741b15b8af92bd36dce6657b7c7e05b52a7ab1e124629f0a127,dataset-v3-split-v1,67d46a7840907052f1c68079f2ff076f912f4726e3476f2d00225f45d4c266c0,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_bc059b3f1cc7a781,alternator,kaggle50:alternator:kaggle_bc059b3f1cc7a781,train,33,data/images/dataset_v3/train/alternator/alternator_train_033_bc059b3f1cc7a781.jpg,bc059b3f1cc7a78107b625ad3e92dead214ac634f1261853da5967912a439553,dataset-v3-split-v1,6af475186de3264d1e448a2ae0da9bf682fc158c8127bf3f5d6959f82adc32fb,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_0aec257ce947341a,alternator,kaggle50:alternator:kaggle_0aec257ce947341a,train,34,data/images/dataset_v3/train/alternator/alternator_train_034_0aec257ce947341a.jpg,0aec257ce947341ae2fb397e9dc7224dcd306afea0620ad427fca50acdedf203,dataset-v3-split-v1,6e7aa80ef96014f72ffdb6320482c3afd1370f724807ccf32ce01c0515265835,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_7f6c959ae97cc405,alternator,kaggle50:alternator:kaggle_7f6c959ae97cc405,train,35,data/images/dataset_v3/train/alternator/alternator_train_035_7f6c959ae97cc405.jpg,7f6c959ae97cc4052bcd583a0b418162a1f81e9e9c3d03dab974e0013f1de939,dataset-v3-split-v1,6f004a8fb5bc6d2fc84b9084ab3cb5c694729c8a1732ce21e54a902363d54e0b,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_aad76fe8488ecc09,alternator,kaggle50:alternator:kaggle_aad76fe8488ecc09,train,36,data/images/dataset_v3/train/alternator/alternator_train_036_aad76fe8488ecc09.jpg,aad76fe8488ecc09f2527625780e4c7719c853e9df039804116b20cf58162326,dataset-v3-split-v1,70b2f7a7f07a60f3258e37ec58451b7b269080fe9417e80d164c954dd803940a,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_2f80afbc3e0e7bf6,alternator,kaggle50:alternator:kaggle_2f80afbc3e0e7bf6,train,37,data/images/dataset_v3/train/alternator/alternator_train_037_2f80afbc3e0e7bf6.jpg,2f80afbc3e0e7bf6df7e0c1bd173d23f4d6a769a08a25531a93de324e9f998c1,dataset-v3-split-v1,71a0825e8d5acca998354acb4191b2176b515474a021e3dd06e2bbb4bab2e984,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_7300577cca967560,alternator,kaggle50:alternator:kaggle_7300577cca967560,train,38,data/images/dataset_v3/train/alternator/alternator_train_038_7300577cca967560.jpg,7300577cca967560f50a29083252960ce229cbf2a0cba2504d83f044663fa388,dataset-v3-split-v1,77422a154caeb8109072bdee9085f6e583ab4c4015088f4c2c382c96ac072acd,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_0de940e09bd51629,alternator,kaggle50:alternator:kaggle_0de940e09bd51629,train,39,data/images/dataset_v3/train/alternator/alternator_train_039_0de940e09bd51629.jpg,0de940e09bd51629bfdea37471de8edd66c3d3dfab8707c071462f450f15c26e,dataset-v3-split-v1,7a54a168f0b5049c51b93a9594bd9f7924ab53c3b22c454cdf04f1a5d8d160e4,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_a3d29eac123729eb,alternator,kaggle50:alternator:kaggle_a3d29eac123729eb,train,40,data/images/dataset_v3/train/alternator/alternator_train_040_a3d29eac123729eb.jpg,a3d29eac123729ebbc76c64facc66ef676c49a8f07259bec5795c10e513e88ed,dataset-v3-split-v1,7c9e37a0e28239027edadfb1e4040169457745e07bc33853f9a3cf0f9f2187a7,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_f8fd454d9376a4d0,alternator,kaggle50:alternator:kaggle_f8fd454d9376a4d0,train,41,data/images/dataset_v3/train/alternator/alternator_train_041_f8fd454d9376a4d0.jpg,f8fd454d9376a4d0378622d26e9706bccabc17d696cee610744710a91648c7a0,dataset-v3-split-v1,7df88ff4e6df83be4feea0bb655cc63a82137b96475190664742a42637b6a9ad,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_2f3f5a494c3219c8,alternator,kaggle50:alternator:kaggle_2f3f5a494c3219c8,train,42,data/images/dataset_v3/train/alternator/alternator_train_042_2f3f5a494c3219c8.jpg,2f3f5a494c3219c8b93b02de836683c685b8dad764c67020f984d8f91a5a05f3,dataset-v3-split-v1,82fd727c429c5bf915b154afc9055862d65bfb6f500ea93bd1d3f06b52de7b5e,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_fdafeff9fbb40616,alternator,kaggle50:alternator:kaggle_fdafeff9fbb40616,train,43,data/images/dataset_v3/train/alternator/alternator_train_043_fdafeff9fbb40616.jpg,fdafeff9fbb406167f695387524fe8dfc51527d0b0115db58ebfacff8f2eae47,dataset-v3-split-v1,8754001b3bf6634f9e7631300969a96227c9668196b2c6896008e6a3a9ac3223,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_fae036951e279076,alternator,kaggle50:alternator:kaggle_fae036951e279076,train,44,data/images/dataset_v3/train/alternator/alternator_train_044_fae036951e279076.jpg,fae036951e2790763313152dbe27a95203af594b41d17539e358e62914f2608e,dataset-v3-split-v1,8ad31230c1b01c3e5abc9d9cb683a96e0abf940e98483d872eeb130323690493,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_fb8aa1d4a9d59f6f,alternator,kaggle50:alternator:kaggle_fb8aa1d4a9d59f6f,train,45,data/images/dataset_v3/train/alternator/alternator_train_045_fb8aa1d4a9d59f6f.jpg,fb8aa1d4a9d59f6fc12808afb0fe13717bb45dda45f54c6c7083daebeb07bd08,dataset-v3-split-v1,8f7e2d2d0cc672282f5feb04e736f63e3ac4796ab206553187dd4beac23f9fc4,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_45b42e0449ce34a6,alternator,kaggle50:alternator:kaggle_45b42e0449ce34a6,train,46,data/images/dataset_v3/train/alternator/alternator_train_046_45b42e0449ce34a6.jpg,45b42e0449ce34a6ac642d4aeca72c0538e3601a560582a9b5ea218c1172d7ae,dataset-v3-split-v1,901a3f1df33138e56c798edd21db325eb2e6db95499bd92a401542d49f9264f6,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_6acc56848de394af,alternator,kaggle50:alternator:kaggle_6acc56848de394af,train,47,data/images/dataset_v3/train/alternator/alternator_train_047_6acc56848de394af.jpg,6acc56848de394af4d68798435d704ceabfbbc2ddede0951031f72bcf7602d90,dataset-v3-split-v1,96d488c0cd26c34f6bd8fa207ccad06fde957e1a83fb88cdcc28702f02dc760b,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_839b814c423734d7,alternator,kaggle50:alternator:kaggle_839b814c423734d7,train,48,data/images/dataset_v3/train/alternator/alternator_train_048_839b814c423734d7.jpg,839b814c423734d7c2e95d1550755de9b5b0d1ab2831f98be5289b1a585a7070,dataset-v3-split-v1,9774607e4cf8254daba035cf131d5af870c473805a134a2b6745b2939396fb17,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_b3fcf0e38ae6692e,alternator,kaggle50:alternator:kaggle_b3fcf0e38ae6692e,train,49,data/images/dataset_v3/train/alternator/alternator_train_049_b3fcf0e38ae6692e.jpg,b3fcf0e38ae6692ede47e3d2387661796299276985eb8be4a6c4563edc7a6789,dataset-v3-split-v1,983061a7270596313dd0f578eb1b5bda61e335a623f4c47385bc0c1a0bcd3fe0,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_28fd79f22c2ad58f,alternator,kaggle50:alternator:kaggle_28fd79f22c2ad58f,train,50,data/images/dataset_v3/train/alternator/alternator_train_050_28fd79f22c2ad58f.jpg,28fd79f22c2ad58f84667e7ce1760a87910a5a38530fe54c448c10ee70ef8657,dataset-v3-split-v1,9852c1f15eb753c194fcda49fb97ce36986bb66d14465ae4f919c5565629e057,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_c0042d795bb8662e,alternator,kaggle50:alternator:kaggle_c0042d795bb8662e,train,51,data/images/dataset_v3/train/alternator/alternator_train_051_c0042d795bb8662e.jpg,c0042d795bb8662eb3cca1466b59660577240006f10a7edcea08b6069f6a8f6b,dataset-v3-split-v1,9c08e8f1f52fe54278da817cc3a7cbca4b13655dc76854b24e1bd7a3334fa88f,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_26c5edf0b8f51767,alternator,kaggle50:alternator:kaggle_26c5edf0b8f51767,train,52,data/images/dataset_v3/train/alternator/alternator_train_052_26c5edf0b8f51767.jpg,26c5edf0b8f51767a7ba807f9446a8d1932c69f02bb567a60bfead6c2467eb1d,dataset-v3-split-v1,9c305ecf4ef7e6c5e63bfb48b71544c9cdccb5c83b6dbdfd2d90ad7402117dfd,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_e440a188a9a9b743,alternator,kaggle50:alternator:kaggle_e440a188a9a9b743,train,53,data/images/dataset_v3/train/alternator/alternator_train_053_e440a188a9a9b743.jpg,e440a188a9a9b743fef7fa79887ee8e1d7739dcb536ab0548acd2aa652cd4221,dataset-v3-split-v1,a09b2841ec2b7f042ee7e7b01e607baa7715244627d6deb404ab58b126e5bb60,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_b8c19785e28b81b0,alternator,kaggle50:alternator:kaggle_b8c19785e28b81b0,train,54,data/images/dataset_v3/train/alternator/alternator_train_054_b8c19785e28b81b0.jpg,b8c19785e28b81b0decfcda342ab22fbe1bb7bdf6438ad279329c8b028cdd7a1,dataset-v3-split-v1,a0c0db39f20bc4ceea7713f7b2cb2782f92f0202538d46f9aceca54734dd9866,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_0a26dff2a8867985,alternator,kaggle50:alternator:kaggle_0a26dff2a8867985,train,55,data/images/dataset_v3/train/alternator/alternator_train_055_0a26dff2a8867985.jpg,0a26dff2a886798515f2a9361764165807f788534038a38a136cd62978a08419,dataset-v3-split-v1,a56391b1021114a13019d8053b51fb00fbcbf03b38e2556ad8db34c183a22d74,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_71b10487113ec3f0,alternator,kaggle50:alternator:kaggle_71b10487113ec3f0,train,56,data/images/dataset_v3/train/alternator/alternator_train_056_71b10487113ec3f0.jpg,71b10487113ec3f0741fa21f92ee21c66b46546dba9f9be82ec20f87a941edcd,dataset-v3-split-v1,a9a3044b6d12af6d003b8d61e3a684c3923992aa79dc576b3fd8e4da706a0084,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
kaggle_f0fd791f345cc833,alternator,kaggle50:alternator:kaggle_f0fd791f345cc833,train,57,data/images/dataset_v3/train/alternator/alternator_train_057_f0fd791f345cc833.jpg,f0fd791f345cc8332070b55b7c3b238195644225a57cb5df49ac08bfbafc97b1,dataset-v3-split-v1,afd6e095890d9572aec52d25f40d75400f2f974d90260ab59fb07d0726deec6b,gpiosenka/car-parts-40-classes,car parts 50,train,False,deterministic_group_aware_60_10_10_original_source_split_ignored
